JD,Magnitude
2457988.73216,13.804
2457989.31,12.4
2457990.3,11.8
2457991.606,12.5
2457991.99306,11.5
2457994.366,12.3
2457995.6,11.9
2457995.8,12.2
2457996.39,12.2
2457996.44792,12.45
2457996.63389,11.561
2457997.3,12.2
2457997.65838,11.907
2457999.27847,12
2457999.42222,12.1
2458001.3715,12.4
2458004.69667,14.487
2458004.69902,11.753
2458006.24236,12.5
2458007.3354,12.4
2458007.6229,12.7
2458007.6755,11.846
2458008.62222,12.4
2458010.26,12.5
2458012.24861,12.8
2458012.36111,12.5
2458012.9875,12.1
2458013.6375,12.6
2458013.8,12.6
2458015.3,13.4
2458015.4743,10.9
2458017.425,12.4
2458018.60137,12.413
2458019.39,12.7
2458019.7,12.7
2458020.3764,13.1
2458020.54028,12.2
2458020.56314,12.288
2458021.586,13.4
2458021.62014,12.3
2458023.26806,12.7
2458024.66223,15.046
2458024.66458,12.299
2458025.5264,13
2458025.56597,12.9
2458025.7,13
2458027.35,12.7
2458029.5958,13.1
2458029.67387,12.525
2458033.02083,12.9
2458034.3,13.6
2458035.27,12.9
2458036.57014,12.2
2458038.33958,12.7
2458038.66958,15.437
2458038.67193,12.684
2458040.54514,12.9
2458041.3,13.7
2458041.3813,13.4
2458041.4,13.5
2458041.418,13.4
2458042.4,13
2458043.28,13.1
2458043.5,13.2
2458043.62741,12.907
2458045.28,13.3
2458045.578,10.8
2458047.3847,10.9
2458049.62712,13.033
2458052.6,13.6
2458054.6,13.5
2458064.28,13
2458064.2931,13.9
2458066.5,13.8
2458067.65885,16.016
2458067.6612,13.505
2458068.312,13.3
2458072.2,13.8
2458075.4431,10.5
2458076.26736,12.7
2458080.6,14.1
2458084.46042,8.3
2458086.2,13.2
2458092.284,13.6
2458094.58104,14.228
2458095.22,13.6
2458104.5,14.5
2458106.3417,10.9
2458109.57654,14.184
2458114.57831,14.269
2458114.59006,14.069
2458114.59061,11.387
2458115.57928,11.331
2458117.58012,11.359
2458125.2125,13.5
2458126.2382,14
2458133.3,13
2458136.2903,10.5
2458144.2,12.7
2458145.08568,12.952
2458145.08637,10.456
2458146.08292,12.92
2458146.08363,10.374
2458147,13.5
2458147.08001,12.852
2458147.08073,10.377
2458147.0815,15.375
2458150.07237,12.615
2458150.07307,10.181
2458154.0667,12.297
2458154.06741,9.935
2458154.06818,14.91
2458155.08466,12.326
2458155.08537,10.069
2458157.06277,12.073
2458157.06348,9.775
2458157.06427,14.663
2458162.9,12.2
2458163.0792,11.73
2458163.07991,9.578
2458164.0338,11.524
2458164.0345,9.361
2458164.03528,14.123
2458165.72,11.8
2458169.31458,11.7
2458171.7049,10.9
2458173.67986,11
2458176.9,11.5
2458183.04243,8.368
2458183.04322,12.574
2458183.97944,10.157
2458183.98015,8.288
2458183.98094,12.394
2458186.00007,10.031
2458186.001,8.215
2458186.00199,12.297
2458186.6201,10.6
2458187.06164,9.962
2458187.06235,8.18
2458187.06314,12.232
2458188.8,10.7
2458190.5139,10.3
2458193.43819,9.9
2458196.63542,9.5
2458197.02192,9.453
2458197.02272,7.777
2458197.02351,11.572
2458197.6264,10
2458197.9,10.2
2458198.61,9.7
2458200.5361,10
2458203.66,9.5
2458213.8,9.1
2458214.4597,8.75
2458214.5819,8.3
2458214.628,8.5
2458215.41667,7.8
2458215.54,8.5
2458216.5965,8.1
2458217.5417,8.1
2458218.38611,7.8
2458219.6,8.3
2458220.51,7.6
2458220.5535,7.9
2458220.59722,7.2
2458223.47,8
2458224.63,6.5
2458226.4188,7.4
2458226.56,7
2458226.58056,7
2458227.53,6.9
2458227.584,7.8
2458228.6042,7.2
2458228.6167,7.97
2458229.43056,6.8
2458229.4688,6.5
2458229.54,6.9
2458229.56,6.7
2458230.01167,7.187
2458230.01287,8.825
2458230.5326,7.2
2458230.8,8.3
2458231.00867,7.356
2458231.00925,6.449
2458231.00985,8.815
2458231.6,7
2458232.00472,7.221
2458232.00524,6.194
2458232.00588,8.689
2458232.391,7.1
2458233.00968,7.291
2458233.01025,6.387
2458233.01089,8.768
2458233.5,7
2458234.59,6.8
2458234.97398,7.272
2458234.97398,7.296
2458234.97451,6.319
2458234.97513,8.71
2458235.4,7.5
2458235.97156,7.127
2458235.97204,6.267
2458235.9726,8.645
2458236.98309,7.131
2458236.98391,6.225
2458236.98454,8.627
2458237.6,6.3
2458237.98148,7.14
2458237.98214,6.263
2458237.98288,8.673
2458238.4083,7.2
2458239.4236,6.5
2458239.8,7.7
2458240.6,6.6
2458241.42,6.6
2458243.4,6.8
2458243.47222,6.6
2458243.4889,7.3
2458243.5556,7.3
2458243.57,6.4
2458243.97444,6.94
2458243.97495,6.027
2458243.97554,8.747
2458243.97611,4.487
2458244.33,7.2
2458244.39236,7.1
2458244.4,7
2458244.4,8
2458244.4,6.3
2458244.44167,7.1
2458245.36,6.9
2458245.4,7.9
2458245.425,7.2
2458245.5,7.1
2458246.3833,7.2
2458246.4618,6.7
2458246.99081,7.656
2458246.99132,6.76
2458246.99192,8.781
2458246.9925,5.138
2458247.39,7.2
2458247.3938,7.3
2458247.4,6.7
2458247.49,6.8
2458247.6,6.7
2458248.35,6.9
2458248.6,8.2
2458249.3806,7.52
2458249.42,6.5
2458249.42708,7
2458249.5,7.5
2458250.34,7.4
2458250.384,7.2
2458250.4201,6.7
2458251.4,6.8
2458251.4,8.3
2458251.4146,7
2458251.42,6.7
2458251.7,7.5
2458252.4278,7.1
2458253.3931,7.1
2458253.4,7.9
2458253.434,7
2458253.5,7.3
2458254.3618,7.063
2458254.44,6.3
2458254.4639,7.48
2458258.3,8.5
2458258.3465,7.6
2458258.35625,7.035
2458258.4618,7.2
2458259.4,8
2458259.4,6.9
2458259.4188,7.2
2458259.44,7.6
2458260.34,7.7
2458260.44,6.7
2458260.5646,7.2
2458261.4049,7.2
2458261.5,7.3
2458261.6,7.6
2458262.4236,7.2
2458263.3361,7.6
2458263.4097,7.5
2458263.45217,7.2739
2458263.59,7
2458263.6,8.2
2458264.3417,7.5
2458264.4,8.2
2458265.4181,7.2
2458265.48217,7.2872
2458266.99422,7.639
2458267.5306,7.3
2458267.99066,7.76
2458267.99117,6.8
2458267.99176,9.341
2458267.99231,5.273
2458268.5,7.3
2458268.99178,7.697
2458268.99229,6.73
2458268.99288,9.35
2458268.99345,5.029
2458269.4313,7.2
2458269.4514,7.3
2458270.3,6.8
2458270.3542,7.9
2458270.36111,8.1
2458271.30069,8
2458271.4403,7.5
2458271.4472,7.82
2458272.4208,7.8
2458272.6,8.3
2458272.98641,7.891
2458272.98692,6.931
2458272.98751,9.468
2458272.98809,5.291
2458273.35694,7.605
2458273.4438,7.2
2458273.46,8.3
2458273.5,7.2
2458274.4278,7.2
2458274.43714,7.6316
2458275.3479,8.1
2458275.43,6.8
2458275.4333,7
2458275.52083,8
2458276.4208,7.3
2458276.44916,7.6421
2458276.45,8.4
2458276.5,7
2458277.43788,7.774
2458277.4924,7.4
2458277.5,8.4
2458277.5222,7.3
2458278.3,8.2
2458278.4028,7.9
2458278.43,6.9
2458278.49,8.3
2458278.98531,8.031
2458278.98582,6.975
2458278.98642,9.277
2458278.98699,5.418
2458280.36,8.1
2458280.38,8.4
2458280.4125,7.5
2458280.43,6.9
2458280.4549,8
2458281.4181,7.8
2458281.6,8.9
2458283.41,7.8
2458283.61859,7.786
2458283.99063,7.849
2458284.4063,7.7
2458284.5,7.7
2458285.40066,7.8468
2458285.4181,8.48
2458285.4215,7.8
2458286.43,8.5
2458286.98869,7.914
2458286.98919,6.734
2458286.98978,9.905
2458286.99035,5.101
2458288.5,8
2458289.35763,8.389
2458290.36,8.4
2458290.45208,8
2458290.5417,8.3
2458291.31597,8.3
2458291.6,9
2458291.83003,8.129
2458292.5,8.5
2458292.98708,8.122
2458292.98758,6.879
2458292.98817,9.692
2458292.98874,5.231
2458294.58821,8.2
2458294.98777,8.091
2458294.98828,6.849
2458294.98887,9.73
2458294.98943,5.132
2458295.4139,8.84
2458295.652,8.5
2458295.97979,8.177
2458295.9803,6.997
2458295.98089,9.812
2458295.98145,5.104
2458296.41681,8.1609
2458296.4993,8.1
2458296.98007,8.159
2458296.98057,6.87
2458296.98116,9.829
2458296.98172,5.107
2458297.4146,8.3
2458299.30903,8.4
2458299.5417,8.3
2458299.63542,8.8
2458299.97354,8.319
2458299.97405,7.023
2458299.97464,9.945
2458299.97521,5.186
2458300.3931,8.4
2458300.4,8.8
2458300.41319,8
2458301.38,8.9
2458301.425,8.3
2458301.5,8.9
2458301.6,9.2
2458301.653,8.9
2458302.38263,9.128
2458302.4,8.8
2458302.4104,8.3
2458302.43,8.2
2458302.6375,8.1
2458302.97299,8.363
2458302.97348,7.013
2458302.97406,10.033
2458302.97463,5.12
2458303.3,8.3
2458303.97897,8.436
2458303.97951,7.175
2458303.98012,10.074
2458303.98068,4.976
2458304.391,8.5
2458304.4007,8.4
2458304.4042,9.89
2458304.41805,9.402
2458306.36,9
2458306.434,8.3
2458306.5,8.7
2458306.66389,8.6
2458306.67431,8.2
2458306.74444,9
2458307.3868,8.621
2458307.3972,8.3
2458307.4,8
2458307.42,8.4
2458307.7283,4.278
2458307.7285,10.756
2458307.7291,8.521
2458308.5292,8.3
2458308.619,9
2458309.41,9.3
2458309.5,9.1
2458309.54,8.4
2458309.98944,8.612
2458309.98987,7.198
2458309.99037,10.311
2458309.99093,4.999
2458310.30278,8.6
2458310.40278,8.5
2458310.416,8.5
2458310.6,9.6
2458311.4625,8.5
2458312.39931,9.8
2458312.4,9.6
2458312.4,9.8
2458312.42292,8.7
2458312.44306,9
2458312.5118,8.7
2458312.675,8.9
2458313.29028,9
2458313.3868,8.7
2458313.44444,8.9
2458313.45,8.4
2458313.59806,8.785
2458314.654,8.9
2458315.4,8.9
2458315.4201,8.7
2458315.99938,8.803
2458315.99988,7.201
2458316.00047,10.517
2458316.4104,8.7
2458317.3903,9.6
2458317.4,9.5
2458317.62778,9.1
2458318.39167,8.9
2458318.4146,9.1
2458319.4139,9.2
2458319.58681,9.6
2458320.3847,8.9
2458321.92603,9.043
2458321.92654,7.425
2458321.92713,10.78
2458321.9277,5.534
2458322.43,9.4
2458323.3854,9.6
2458323.39931,10
2458323.4,8.7
2458323.4104,9.5
2458324.4042,9.5
2458324.62,9.9
2458325.3,9.8
2458325.3972,9.6
2458327.28889,9.4
2458328.4,9.8
2458328.5313,9.3
2458330.3576,9.9
2458331.4,9.9
2458331.41111,9.4
2458331.42,9.7
2458331.42778,9.7
2458332.27778,9.7
2458333.59,9.7
2458334.3493,9.773
2458334.4,9.8
2458334.43,9.8
2458334.5,9.9
2458335.6521,9.8
2458335.67222,9.9
2458336.4014,9.9
2458336.5,9.4
2458336.59722,9.9
2458337.37,9.7
2458337.3826,9.8
2458337.47,10.1
2458337.6,9.9
2458338.4208,9.8
2458339.28056,9.9
2458339.3938,9.9
2458339.4,9.9
2458340.3875,10
2458340.4326,10.2
2458340.45,10.1
2458340.592,9.8
2458341.5,9.6
2458342.3903,9.9
2458342.58403,9.5
2458343.3826,9.9
2458344.27569,9.9
2458344.6,10.2
2458345.38681,9.7
2458345.55,9.9
2458346.3764,10.6
2458346.4181,10
2458347.4,10.3
2458348.3465,10.2
2458348.4,11.3
2458348.5,9.7
2458349.26667,10
2458349.4,10.1
2458349.6,10.2
2458350.3701,10.1
2458352.3,10
2458352.39792,10.2
2458352.4,10.6
2458353.4,9.8
2458353.8,10.5
2458354.5,10.6
2458354.57917,10.2
2458355.626,10.1
2458358.30972,10.413
2458360.3014,10.3
2458360.32778,10.3
2458360.6785,11
2458361.47,10.9
2458361.58056,10.5
2458361.6125,10.7
2458362.3,11.4
2458363.33,10.5
2458363.4167,10.88
2458363.64236,11.2
2458364.6,11.1
2458365.25972,10.2
2458366.47,10.8
2458368.47,11
2458369.34,10.9
2458369.44931,10.8
2458370.36,10.9
2458370.6,10.8
2458370.73333,11.2
2458371.3,10.7
2458372.24653,10.3
2458372.36,10.7
2458374.3,10.8
2458374.3014,11.1
2458374.57,10.8
2458374.6,11.4
2458375.4215,11.1
2458377.34,12.1
2458377.35625,11.7
2458377.6,11.3
2458380.22986,10.8
2458380.4,10.6
2458381.6,11.2
2458382.35,11.4
2458383.5417,11.4
2458383.676,11.2
2458384.6,11.8
2458388.3,11.2
2458389.2833,11.6
2458389.33333,11.5
2458389.4,10.9
2458390.31,11.7
2458390.3806,11.2
2458390.6271,11.6
2458390.63056,11.5
2458391.31,11.9
2458391.6289,13.45
2458391.63102,10.945
2458392.2993,11.6
2458392.3,11.4
2458393.21736,11.3
2458396.3,12.1
2458396.31,11.5
2458396.3965,11.6
2458396.6,11.9
2458396.6076,11.9
2458397.35,12.1
2458397.4097,10.9
2458397.5,11.6
2458398.04167,11.4
2458398.27,11.9
2458398.4053,12
2458399.54583,11.8
2458399.77528,11.148
2458399.77583,8.911
2458399.77641,13.771
2458399.77698,5.745
2458400.2736,11.8
2458400.3,11.8
2458400.52994,11.393
2458401.3,12
2458402.3736,12.1
2458402.40069,11.6
2458402.5882,11.9
2458402.6021,12.6
2458403.53542,11
2458404.27,11.9
2458404.3306,12.5
2458404.53194,11.7
2458405.284,11.9
2458405.35,12.1
2458405.3625,12
2458405.6067,11.342
2458405.6073,9.202
2458405.60803,13.916
2458406.6,12.4
2458406.6069,12
2458408.3,12
2458409.31806,12
2458410.4264,12.1
2458410.551,12.5
2458411.3757,12.1
2458411.97917,11.7
2458413.31458,12.4
2458414.259,12.6
2458418.97917,11.9
2458420.3,12.6
2458421.58333,12.2
2458421.59478,11.764
2458421.59531,9.515
2458421.59593,14.372
2458421.59654,6.538
2458421.66274,14.403
2458421.66644,11.944
2458423.3,12
2458423.32,12.9
2458426.3681,12.8
2458426.3722,11.2
2458427.3063,12.7
2458428.33,12.5
2458429.5,12.8
2458431.2,12.6
2458431.2,13.2
2458433.2,12.8
2458434.52153,12.3
2458434.7,12.7
2458435.609,13.3
2458438.3,12.9
2458438.3396,13.4
2458439.281,12.2
2458440.25,12.5
2458445.96667,12.6
2458446.2674,13
2458448.2722,12.9
2458450.2498,13.2
2458450.4125,10.9
2458451.2,13
2458454.31,13.1
2458457.27501,12.7
2458457.5,13.6
2458458.22,12.9
2458462.3361,10.9
2458463.30036,12.7
2458471.5,13.8
2458475.2653,11.2
2458479.48056,12.2
2458482.2931,11.2
2458482.5,14
2458486.2222,13.8
2458493.3056,11.2
2458504.2083,13.1
2458514.72,11.5
2458524.21,12.4
2458546.9,14.6
2458581.97639,10.9
2458593.44167,12.2
2458594.47223,13.8
2458594.49353,10.9
2458602.8,14.6
2458608.4,13.8
2458608.41598,13.4
2458608.5438,9.7
2458611.39,13.9
2458625.6,13.3
2458626.4562,9.7
2458626.51,11
2458628.4,13
2458629.4,13.4
2458629.69444,12.7
2458633.4368,12.5
2458635.49,12.9
2458636.5104,12.5
2458637.3,12.4
2458637.5292,12.4
2458638.4,12.6
2458638.7,12.2
2458640.4153,12
2458642.35417,10.865
2458642.43,12.3
2458643.416,11.9
2458646.46,12.2
2458646.647,11.4
2458647.70994,12.865
2458647.71133,10.62
2458648.4597,10.7
2458650.65,10.6
2458652.42,10.8
2458653.38,10.9
2458653.7021,10.2
2458655.29306,10.3
2458655.43,10.3
2458656.7,10.7
2458657.42,9.9
2458657.4514,10.1
2458657.75208,9.7
2458658.5,9.6
2458658.5049,10
2458658.628,9.9
2458659.39,10.1
2458659.4229,9.9
2458660.3,9.9
2458660.425,9.9
2458660.46389,10.1
2458660.5597,10.1
2458660.67917,10
2458661.3,9.8
2458661.4215,9.8
2458661.43,9.6
2458661.5,9.9
2458662.4181,9.7
2458663.35,9.4
2458663.42,9.7
2458663.4306,9.7
2458663.5,9.4
2458664.63828,9.184
2458665.37,9.9
2458665.4146,9.7
2458666.4674,9.7
2458667.6,10.1
2458668.28403,9.2
2458668.4167,9.6
2458668.4375,9.4
2458669.5,9.6
2458670.35,9.9
2458670.4396,9.6
2458671.5,9.6
2458672.4,9.7
2458676.29236,9
2458676.3875,9
2458676.56,8.8
2458676.6,9.6
2458676.6625,9.9
2458677.43194,8.9
2458679.35069,8.513
2458679.4,8.9
2458681.41319,9.3
2458682.28958,9
2458682.4313,9
2458684.4,8
2458684.5146,9.2
2458684.643,8.6
2458685.4,9.5
2458685.4,9.3
2458685.43,8
2458686.4146,8.9
2458686.4375,8.34
2458687.35208,8.7
2458687.36,9.4
2458687.4,9.3
2458687.4993,8.8
2458687.74167,8.6
2458687.8,9.5
2458688.28889,8.9
2458688.34583,8.776
2458688.35,9.2
2458688.4,8.9
2458688.4264,8.8
2458688.6,9.3
2458690.3944,8.8
2458690.40208,9.1
2458691.3833,8.8
2458692.33,9
2458692.624,8.2
2458693.4,8
2458694.3,9.3
2458694.35278,9.4
2458694.3792,8.6
2458695.3924,8.7
2458696.37,9
2458696.38889,9.2
2458697.35903,8.69
2458697.4,9.4
2458697.4146,8.7
2458697.6,9.5
2458697.69792,8.9
2458698.3764,8.7
2458698.39722,9.2
2458698.4,9.2
2458698.61613,10.517
2458698.62304,8.665
2458699.37,9
2458699.43,8.8
2458700.3875,8.7
2458700.4,8.6
2458700.606,9
2458700.61944,9.1
2458703.4438,8.7
2458703.46806,9.7
2458705.27639,8.3
2458705.5,8.8
2458706.3979,8.7
2458706.4,8.6
2458707.3347,8.6
2458707.4444,9
2458707.59,8.9
2458707.6,9.4
2458708.39375,9.1
2458708.41507,7.676
2458708.659286,8.618
2458710.3736,8.7
2458710.61406,10.569
2458710.659655,8.687
2458711.38,9
2458711.616487,8.685
2458712.3528,8.3
2458713.6,9.1
2458714.32,9.2
2458714.33611,8.976
2458714.34,9.1
2458714.36,8.8
2458714.37,8.9
2458714.41389,8.3
2458714.68264,8.7
2458715.35625,8.8
2458715.4,9.5
2458715.612135,8.745
2458716.3361,8.5
2458716.36251,8.7
2458716.38542,9.5
2458716.4,9.4
2458716.42292,8.5
2458717.37847,9.5
2458717.3924,8.7
2458717.62,9.1
2458718.27361,8.3
2458718.4132,8.7
2458718.5,8.6
2458718.6,9.6
2458719.36,9.1
2458719.4313,8.7
2458719.594,9.2
2458720.3403,8.8
2458720.38542,8.9
2458721.2,9
2458721.30347,8.718
2458721.31319,8.735
2458721.33889,9.5
2458721.34792,9.2
2458721.35,8.7
2458721.37847,9
2458721.4139,9
2458721.57431,9.1
2458721.71561,10.593
2458721.71628,8.568
2458722.3472,8.8
2458723.38,9
2458723.38,9
2458723.58558,8.728
2458724.63948,10.728
2458724.6465,8.739
2458725.59,9.3
2458726.37,9
2458726.37569,9
2458726.3764,8.7
2458726.4,9.3
2458727.3063,8.7
2458727.33,9.9
2458727.4236,8.7
2458728.35,8.9
2458728.42708,9.6
2458728.63,9.4
2458729.2938,8.8
2458729.6,9.7
2458730.27014,9
2458731.37,8.9
2458731.6,9.3
2458732.29,9
2458732.31,9.5
2458732.4,9.3
2458732.42708,9.3
2458733.125,8.8
2458733.2951,8.8
2458734.4,9.5
2458735.6,9.2
2458736.592,9.6
2458736.6,9
2458737.5951,8.9
2458739.5,9.8
2458740.27153,8.914
2458740.3,9.7
2458740.30208,9.1
2458740.4,9.5
2458740.55527,11.058
2458740.56525,9.011
2458741.2882,9
2458742.3319,8.9
2458742.3472,8.9
2458742.5,9.4
2458744.4,9.8
2458745.3306,9
2458746.3139,9.2
2458746.34722,9.4
2458747.2722,9.2
2458747.33,9.6
2458747.33403,8.74
2458747.56,9.5
2458747.6521,9.4
2458748.2722,9.3
2458748.3,9.4
2458748.36,9.3
2458748.36458,9.8
2458748.375,9.5
2458748.4,9.8
2458749.27,9.7
2458749.2958,9.4
2458749.39931,9.3
2458750.53194,8.8
2458751.3,9.8
2458751.6,10
2458752.31528,9.4
2458752.34,9.9
2458753.2375,9.7
2458753.29167,9.487
2458753.4,9.5
2458754.4,9.5
2458755.48264,9.5
2458755.6,9.7
2458756.45,9.7
2458757.2694,9.6
2458757.67238,11.343
2458757.67255,9.246
2458758.3,9.7
2458758.3728,9.6
2458759.23681,9.9
2458759.2681,9.6
2458761.6,10.3
2458762.34028,10
2458762.5653,9.7
2458763.33,10
2458763.4,10.1
2458763.5035,9.7
2458765.1944,9.79
2458765.27153,9.79
2458765.41,10.3
2458765.566,9.9
2458767.5,9.9
2458768.617,10.2
2458769.21736,10
2458769.3,9.8
2458770.15,9.9
2458770.2847,10.1
2458771.30486,10
2458771.6,10.3
2458772.291,10.3
2458772.3,10.1
2458772.34,10.3
2458772.35,10.1
2458774.19931,10.1
2458774.29861,10
2458774.30764,9.87
2458776.3,10.1
2458776.41,10.5
2458777.29,9.8
2458777.51111,10.3
2458778.22569,10.044
2458778.4,10
2458779.21042,10.1
2458781.6229,10.1
2458782.06944,10.2
2458782.24167,10.256
2458782.25556,10
2458782.3,10.4
2458782.3,10.2
2458784.24375,10.049
2458784.3,10
2458784.35556,10.5
2458784.42,10.7
2458785.3215,10.4
2458785.547,10.7
2458786.3,10.2
2458786.3597,9.4
2458787.3,10.9
2458788.3639,10.7
2458789.02431,10.3
2458789.1632,10.6
2458790.22639,10.2
2458791.52115,10.222
2458791.6,10.8
2458792.5,10.7
2458794.4,10.2
2458796.20417,10.9
2458796.56971,10.359
2458796.98472,10.4
2458797.4417,10.8
2458798.2688,10.6
2458800.51676,10.464
2458801.3,10.7
2458802.27639,11.3
2458803.94097,10.6
2458804.3,10.3
2458805.2,10.8
2458806.19861,11.5
2458806.3,11.2
2458806.3889,10.8
2458807.31944,10.7
2458809.6653,11.5
2458810.3,10.4
2458811.5378,10.71
2458813.3129,11.2
2458813.5361,10.8
2458814.5,11.6
2458815.20764,11.9
2458817.4,11.5
2458818.3,11
2458818.33,11
2458818.4,11.3
2458820.17569,10.9
2458821.3,11
2458822.23958,11.6
2458823.3875,11.1
2458825.3243,11.6
2458828.3125,11.3
2458831.18472,12.2
2458835.6549,11.7
2458836.25417,11.2
2458836.5,11.8
2458837.6757,11.9
2458839.3292,11.9
2458848.2,11.8
2458848.2,12.1
2458849.1618,12.1
2458850.2552,12.3
2458852.22292,12.2
2458852.92014,11.9
2458853.2056,12.3
2458856.2,11.9
2458864.3069,12.7
2458867.76,11
2458868.2167,13.2
2458868.9,12.5
2458886.2917,13.1
2458907.03366,13.291
2458923.01856,13.572
2458923.01934,10.996
2458923.02024,15.939
2458926.8,14.3
2458933.5,13.8
2458939.6069,14
2458940.8,14.6
2458943.99688,14.138
2458943.99762,11.436
2458943.99845,16.162
2458943.99919,8.206
2458953.64931,14
2458954.4,15
2458955.8,14.6
2458955.96704,14.359
2458955.96777,11.625
2458955.96859,16.499
2458955.96932,8.314
2458960.42778,12.3
2458960.4375,14
2458961.97748,14.467
2458961.97828,11.682
2458961.97911,16.279
2458961.97987,8.346
2458962.3,15.1
